연번,품명,HS부호,품명번호,표준품명_한글,표준품명_영문,규격번호,규격순번,필수규격_한글,필수규격_영문,규격값,세부분류내용,비고,시작일자,만료일자,용도구분
853,모터사이클,8711201000,1,모터사이클,Motor cycles,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
854,기타,8711209000,1,기타,Other,1,1,,,1, 완전분해(completely knocked down) 형태로 제시된 것이 아닌 것,,2017-02-24,2023-12-31,FTA세율
855,기타,8711909000,1,기타,Other,1,1,,,1, 사이드카,,2017-02-24,2023-12-31,FTA세율
856,기타,8712009090,1,기타,Other,1,1,,,1, 화물운반용,,2017-02-24,2023-12-31,FTA세율
857,유모차,8715000000,1,유모차,Baby carriages,,,,,,,,2014-12-02,2023-12-31,기타세번
858,구급용의 것,8802129000,1,구급용의 것,For rescue duties,,,,,,,,2014-12-02,2023-12-31,기타세번
859,순항선,8901100000,1,순항선,Cruise ships,,,,,,,,2014-12-02,2023-12-31,기타세번
860,시력교정용 안경,9004901000,1,시력교정용 안경,Spectacles for correcting visions,1,1,,,1, 귀금속을 사용한 것,,2017-02-24,2023-12-31,FTA세율
861,반사 현미경,9011809000,1,반사 현미경,Reflecting microscopes,,,,,,,,2013-09-23,2023-12-31,기타세번
862,무기용 망원조준경,9013109000,1,무기용 망원조준경,Telescopic sights for fitting to arms,,,,,,,,2017-02-03,2023-12-31,기타세번
863,서바이벌 총기용 조준경,9013809000,1,서바이벌 총기용 조준경,Dot Sight,,,,,,,,2013-09-23,2023-12-31,기타세번
864,전기식의 진단용 청진기,9018198000,1,전기식의 진단용 청진기,Digital stethoscopes ,,,,,,,,2013-09-23,2023-12-31,기타세번
865,채혈침,9018329000,1,채혈침,Needles for blood-letting,,,,,,,,2013-09-23,2023-12-31,기타세번
866,케뉼러,9018398000,1,케뉼러,Cannulae,,,,,,,,2013-09-23,2023-12-31,기타세번
867,각종 외과용 수술용 나이프 및 메스,9018902090,1,각종 외과용 수술용 나이프 및 메스,Surgical knives and scalpels of all kinds,,,,,,,,2017-02-03,2023-12-31,기타세번
868,치관,9021290000,1,치관,Dental fittings ; dental crown,,,,,,,,2014-12-02,2023-12-31,기타세번
869,인공심장판막,9021390000,1,인공심장판막,Prosthetic heart valve ,,,,,,,,2013-09-23,2023-12-31,기타세번
870,엑스선 그리드,9022901090,1,엑스선 그리드,X-ray grid,,,,,,,,2014-12-02,2023-12-31,기타세번
871,온도계,9025191000,1,온도계,Thermometers,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
872,액체 비중계와 그 밖의 이와 유사한 부력식 측정기,9025801000,1,액체 비중계와 그 밖의 이와 유사한 부력식 측정기,Hydrometers and similar floating instruments,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
873,기압계(다른기기와 결합되지 않은 것으로 한정한다),9025802000,1,기압계(다른기기와 결합되지 않은 것으로 한정한다),"Barometers, not combined with other instruments",1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
874,가스나 매연 분석용 기기,9027100000,1,가스나 매연 분석용 기기,Gas or smoke analysis apparatus,1,1,,,1, 가스센서,,2017-02-24,2023-12-31,FTA세율
875,적산(積算)회전계,9029101000,1,적산(積算)회전계,Revolution counters,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
876,생산량계,9029102000,1,생산량계,Production counters,1,1,,,1, 회전센서,,2017-02-24,2023-12-31,FTA세율
877,기타,9029109000,1,기타,Other,1,1,,,1, 회전센서,,2017-02-24,2023-12-31,FTA세율
878,시계식,9029201010,1,시계식,Chronometric system,1,1,,,1, 회전센서,,2017-02-24,2023-12-31,FTA세율
879,기타,9029201090,1,기타,Other,1,1,,,1, 속도센서,,2017-02-24,2023-12-31,FTA세율
880,스트로보스코우프(stroboscope),9029202000,1,스트로보스코우프(stroboscope),Stroboscopes,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
881,전리선의 검사용이나 검출용 기기,9030100000,1,전리선의 검사용이나 검출용 기기,Instruments and apparatus for measuring or detecting ionising radiations,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
882,기록장치가 없는 멀티미터,9030310000,1,기록장치가 없는 멀티미터,Multimeters without a recording device,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
883,기록장치를 갖춘 멀티미터,9030320000,1,기록장치를 갖춘 멀티미터,Multimeters with a recording device,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
884,전압계,9030331000,1,전압계,Voltmeters,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
885,전류계,9030332000,1,전류계,Ammeters,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
886,회로계,9030333000,1,회로계,Circuit testers,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
887,저항계,9030334000,1,저항계,Resistance meters,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
888,전압계,9030391000,1,전압계,Voltmeters,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
889,전류계,9030392000,1,전류계,Ammeters,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
890,회로계,9030393000,1,회로계,Circuit testers,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
891,저항계,9030394000,1,저항계,Resistance meters,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
892,주파수 측정기,9030396000,1,주파수 측정기,Frequency measuring apparatus,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
893,반도체 웨이퍼나 소자의 측정용이나 검사용,9030820000,1,반도체 웨이퍼나 소자의 측정용이나 검사용,For measuring or checking semiconductor wafers or devices,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
894,균형시험기,9031100000,1,균형시험기,Machines for balancing mechanical parts,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
895,테스트벤치(Test bench),9031200000,1,테스트벤치(Test bench),Test benches,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
896,광학식 표면 테스터,9031491000,1,광학식 표면 테스터,Optical surface testers,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
897,기타,9031494090,1,기타,Other,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
898,기타,9031499000,1,기타,Other,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
899,초음파 어군탐지기,9031801000,1,초음파 어군탐지기,Ultrasonic fish finders,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
900,로드셀,9031802000,1,로드셀,Load-cells,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
901,내연기관 특성 시험기,9031809010,1,내연기관 특성 시험기,Equipment for testing the characteristics of internal combustion engines,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
902,기어 테스터,9031809020,1,기어 테스터,Gear testing machines,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
903,초음파 두께 측정기,9031809060,1,초음파 두께 측정기,Ultra-sonic thickness measuring instruments,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
904,흠ㆍ균열 등 측정기,9031809070,1,흠ㆍ균열 등 측정기,"Instruments for detecting faults, cracks or other defects",1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
905,동력시험기,9031809080,1,동력시험기,Dynamometers,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
906,기타,9031809099,1,기타,Other,1,1,,,1, 센서,,2017-02-24,2023-12-31,FTA세율
907,기타,9114900000,1,기타,Other,1,1,품종,type,1, 시계용 보석,,2022-01-02,2023-12-31,FTA세율
908,타정총,9303900000,1,타정총,Power actuated tool,,,,,,,,2014-12-02,2023-12-31,기타세번
909,가스총,9304009000,1,가스총,Gas guns,,,,,,,,2014-12-02,2023-12-31,기타세번
910,날길이가15cm이하이면서 날이 고정식인 도검류,9307000000,1,날길이가15cm이하이면서 날이 고정식인 도검류,blade length 15cm below and fixed blade,,,,,,,,2014-12-02,2023-12-31,기타세번
911,유아용 의자,9401719000,1,유아용 의자,"Other seats, with metal frames; baby chairs",,,,,,,,2013-09-23,2023-12-31,기타세번
912,들 것,9402908000,1,들 것,Stretcher,,,,,,,,2013-09-23,2023-12-31,기타세번
913,전기식의 것,9404100000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
914,전기식의 것,9404210000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
915,전기식의 것,9404290000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
916,전기식의 것,9404300000,1,전기식의 것,Of electric heat,,,,,,,,2014-12-02,2023-12-31,기타세번
917,이불,9404900000,1,이불,Quilts,,,,,,,,2014-12-02,2023-12-31,기타세번
918,모터 동력 어린이용 차,9503001800,1,모터 동력 어린이용 차,Children's cars powered by a motor,,,,,,,,2014-12-02,2023-12-31,기타세번
919,판지제의 것,9503002190,1,판지제의 것,Of paperboard,,,,,,,,2014-12-02,2023-12-31,기타세번
920,블록,9503003300,1,블록,Blocks,,,,,,,,2014-12-02,2023-12-31,기타세번
921,교육용 완구,9503003919,1,교육용 완구,Educational toys,,,,,,,,2014-12-02,2023-12-31,기타세번
922,모터가 없는 기계식 바닥청소기(수동식의 것),9603900000,1,모터가 없는 기계식 바닥청소기(수동식의 것),"Hand-operated mechanical floor sweepers, not motorised",,,,,,,,2013-09-23,2023-12-31,기타세번
923,수유패드,9619001090,1,수유패드,Absorbent hygienic nursing pads,,,,,,,,2013-09-23,2023-12-31,기타세번
924,그 밖의 방직용 섬유재료로 만든 것,9619003020,1,그 밖의 방직용 섬유재료로 만든 것,Of wadding of textile materials,1,1,체형,shape,1, 제6208.91호의 것,,2022-01-02,2023-12-31,FTA세율
925,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,9620000000,1,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1,1,,,1," 플라스틱으로 만든 것(제84류, 제8519호, 제8521호, 제90류 및 제92류의 기계 또는 기기에 전용되거나 주로 사용되는 것은 제외한다)",,2017-02-24,2023-12-31,FTA세율
